geom,degrade_level,query_split,similarity,template_mode,record_id,yaw_true,pitch_true,top1_yaw_pred,top1_pitch_pred,top1_yaw_err,top1_pitch_err,nearest_distance,margin,topk10_idx
G1,degraded-moderate,test,cosine,clean-template,G1_yaw015_pitch-030,15.0,-30.0,145.0,15.0,130.0,45.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw025_pitch-065,25.0,-65.0,145.0,15.0,120.0,80.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw355_pitch-085,355.0,-85.0,145.0,15.0,150.0,100.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw270_pitch+035,270.0,35.0,145.0,15.0,125.0,20.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw305_pitch+025,305.0,25.0,145.0,15.0,160.0,10.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw145_pitch+000,145.0,0.0,145.0,15.0,0.0,15.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw270_pitch-045,270.0,-45.0,145.0,15.0,125.0,60.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw180_pitch-005,180.0,-5.0,145.0,15.0,35.0,20.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw335_pitch-020,335.0,-20.0,145.0,15.0,170.0,35.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw265_pitch-090,265.0,-90.0,145.0,15.0,120.0,105.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw110_pitch+020,110.0,20.0,145.0,15.0,35.0,5.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw350_pitch+070,350.0,70.0,145.0,15.0,155.0,55.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw230_pitch-065,230.0,-65.0,145.0,15.0,85.0,80.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw115_pitch+065,115.0,65.0,145.0,15.0,30.0,50.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw010_pitch-080,10.0,-80.0,145.0,15.0,135.0,95.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw130_pitch+030,130.0,30.0,145.0,15.0,15.0,15.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw215_pitch-045,215.0,-45.0,145.0,15.0,70.0,60.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw120_pitch-030,120.0,-30.0,145.0,15.0,25.0,45.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw005_pitch+055,5.0,55.0,145.0,15.0,140.0,40.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw125_pitch+035,125.0,35.0,145.0,15.0,20.0,20.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw260_pitch+035,260.0,35.0,145.0,15.0,115.0,20.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw200_pitch+010,200.0,10.0,145.0,15.0,55.0,5.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw275_pitch+020,275.0,20.0,145.0,15.0,130.0,5.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw180_pitch-070,180.0,-70.0,145.0,15.0,35.0,85.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw055_pitch+070,55.0,70.0,145.0,15.0,90.0,55.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw065_pitch-075,65.0,-75.0,145.0,15.0,80.0,90.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw010_pitch-045,10.0,-45.0,145.0,15.0,135.0,60.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw270_pitch+070,270.0,70.0,145.0,15.0,125.0,55.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw325_pitch+090,325.0,90.0,145.0,15.0,180.0,75.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw150_pitch+055,150.0,55.0,145.0,15.0,5.0,40.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw205_pitch+045,205.0,45.0,145.0,15.0,60.0,30.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw130_pitch-060,130.0,-60.0,145.0,15.0,15.0,75.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw280_pitch+055,280.0,55.0,145.0,15.0,135.0,40.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw175_pitch-035,175.0,-35.0,145.0,15.0,30.0,50.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw105_pitch+075,105.0,75.0,145.0,15.0,40.0,60.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw340_pitch+075,340.0,75.0,145.0,15.0,165.0,60.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw305_pitch+010,305.0,10.0,145.0,15.0,160.0,5.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw240_pitch-015,240.0,-15.0,145.0,15.0,95.0,30.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw220_pitch-030,220.0,-30.0,145.0,15.0,75.0,45.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw165_pitch+060,165.0,60.0,145.0,15.0,20.0,45.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw040_pitch-065,40.0,-65.0,145.0,15.0,105.0,80.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw305_pitch+015,305.0,15.0,145.0,15.0,160.0,0.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw335_pitch-050,335.0,-50.0,145.0,15.0,170.0,65.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw330_pitch-090,330.0,-90.0,145.0,15.0,175.0,105.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw275_pitch-015,275.0,-15.0,145.0,15.0,130.0,30.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw045_pitch-050,45.0,-50.0,145.0,15.0,100.0,65.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw105_pitch-085,105.0,-85.0,145.0,15.0,40.0,100.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw300_pitch+070,300.0,70.0,145.0,15.0,155.0,55.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw290_pitch+005,290.0,5.0,145.0,15.0,145.0,10.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw355_pitch+045,355.0,45.0,145.0,15.0,150.0,30.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw085_pitch+000,85.0,0.0,145.0,15.0,60.0,15.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw090_pitch+015,90.0,15.0,145.0,15.0,55.0,0.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw155_pitch-035,155.0,-35.0,145.0,15.0,10.0,50.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw000_pitch-035,0.0,-35.0,145.0,15.0,145.0,50.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw215_pitch-075,215.0,-75.0,145.0,15.0,70.0,90.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw090_pitch+085,90.0,85.0,145.0,15.0,55.0,70.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw285_pitch-035,285.0,-35.0,145.0,15.0,140.0,50.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw135_pitch-010,135.0,-10.0,145.0,15.0,10.0,25.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw140_pitch-015,140.0,-15.0,145.0,15.0,5.0,30.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw270_pitch+000,270.0,0.0,145.0,15.0,125.0,15.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw245_pitch+065,245.0,65.0,145.0,15.0,100.0,50.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw270_pitch-050,270.0,-50.0,145.0,15.0,125.0,65.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw180_pitch-090,180.0,-90.0,145.0,15.0,35.0,105.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw085_pitch-025,85.0,-25.0,145.0,15.0,60.0,40.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw355_pitch-045,355.0,-45.0,145.0,15.0,150.0,60.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw000_pitch+045,0.0,45.0,145.0,15.0,145.0,30.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw050_pitch-055,50.0,-55.0,145.0,15.0,95.0,70.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw120_pitch+070,120.0,70.0,145.0,15.0,25.0,55.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw210_pitch+080,210.0,80.0,145.0,15.0,65.0,65.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw050_pitch-005,50.0,-5.0,145.0,15.0,95.0,20.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw070_pitch-085,70.0,-85.0,145.0,15.0,75.0,100.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw170_pitch-065,170.0,-65.0,145.0,15.0,25.0,80.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw200_pitch+000,200.0,0.0,145.0,15.0,55.0,15.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw180_pitch-040,180.0,-40.0,145.0,15.0,35.0,55.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw150_pitch+010,150.0,10.0,145.0,15.0,5.0,5.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw330_pitch+055,330.0,55.0,145.0,15.0,175.0,40.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw150_pitch+085,150.0,85.0,145.0,15.0,5.0,70.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw100_pitch+045,100.0,45.0,145.0,15.0,45.0,30.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw090_pitch+025,90.0,25.0,145.0,15.0,55.0,10.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw065_pitch+070,65.0,70.0,145.0,15.0,80.0,55.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw180_pitch+090,180.0,90.0,145.0,15.0,35.0,75.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw065_pitch-090,65.0,-90.0,145.0,15.0,80.0,105.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw280_pitch+065,280.0,65.0,145.0,15.0,135.0,50.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw280_pitch+080,280.0,80.0,145.0,15.0,135.0,65.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw040_pitch+090,40.0,90.0,145.0,15.0,105.0,75.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw035_pitch+080,35.0,80.0,145.0,15.0,110.0,65.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw005_pitch+090,5.0,90.0,145.0,15.0,140.0,75.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw345_pitch-040,345.0,-40.0,145.0,15.0,160.0,55.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw035_pitch+025,35.0,25.0,145.0,15.0,110.0,10.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw115_pitch+015,115.0,15.0,145.0,15.0,30.0,0.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw115_pitch-025,115.0,-25.0,145.0,15.0,30.0,40.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw220_pitch+065,220.0,65.0,145.0,15.0,75.0,50.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw330_pitch+040,330.0,40.0,145.0,15.0,175.0,25.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw170_pitch+050,170.0,50.0,145.0,15.0,25.0,35.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw170_pitch+000,170.0,0.0,145.0,15.0,25.0,15.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw045_pitch-005,45.0,-5.0,145.0,15.0,100.0,20.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw140_pitch+020,140.0,20.0,145.0,15.0,5.0,5.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw190_pitch-065,190.0,-65.0,145.0,15.0,45.0,80.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw335_pitch-060,335.0,-60.0,145.0,15.0,170.0,75.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw315_pitch-015,315.0,-15.0,145.0,15.0,170.0,30.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw260_pitch-080,260.0,-80.0,145.0,15.0,115.0,95.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw270_pitch-030,270.0,-30.0,145.0,15.0,125.0,45.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw015_pitch+085,15.0,85.0,145.0,15.0,130.0,70.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw105_pitch-025,105.0,-25.0,145.0,15.0,40.0,40.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw250_pitch-010,250.0,-10.0,145.0,15.0,105.0,25.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw335_pitch+025,335.0,25.0,145.0,15.0,170.0,10.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw335_pitch+040,335.0,40.0,145.0,15.0,170.0,25.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw160_pitch+090,160.0,90.0,145.0,15.0,15.0,75.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw045_pitch-010,45.0,-10.0,145.0,15.0,100.0,25.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw300_pitch-025,300.0,-25.0,145.0,15.0,155.0,40.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw255_pitch-015,255.0,-15.0,145.0,15.0,110.0,30.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw240_pitch-025,240.0,-25.0,145.0,15.0,95.0,40.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw115_pitch+035,115.0,35.0,145.0,15.0,30.0,20.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw040_pitch-075,40.0,-75.0,145.0,15.0,105.0,90.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw325_pitch-085,325.0,-85.0,145.0,15.0,180.0,100.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw270_pitch+030,270.0,30.0,145.0,15.0,125.0,15.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw175_pitch+010,175.0,10.0,145.0,15.0,30.0,5.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw115_pitch+020,115.0,20.0,145.0,15.0,30.0,5.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw135_pitch+030,135.0,30.0,145.0,15.0,10.0,15.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw025_pitch-080,25.0,-80.0,145.0,15.0,120.0,95.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw080_pitch+010,80.0,10.0,145.0,15.0,65.0,5.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw200_pitch-045,200.0,-45.0,145.0,15.0,55.0,60.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw195_pitch+050,195.0,50.0,145.0,15.0,50.0,35.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw195_pitch+040,195.0,40.0,145.0,15.0,50.0,25.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw220_pitch+030,220.0,30.0,145.0,15.0,75.0,15.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw270_pitch+025,270.0,25.0,145.0,15.0,125.0,10.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw265_pitch+040,265.0,40.0,145.0,15.0,120.0,25.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw330_pitch-070,330.0,-70.0,145.0,15.0,175.0,85.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw250_pitch-060,250.0,-60.0,145.0,15.0,105.0,75.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw130_pitch+085,130.0,85.0,145.0,15.0,15.0,70.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw210_pitch-050,210.0,-50.0,145.0,15.0,65.0,65.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw210_pitch-060,210.0,-60.0,145.0,15.0,65.0,75.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw280_pitch+010,280.0,10.0,145.0,15.0,135.0,5.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw130_pitch-010,130.0,-10.0,145.0,15.0,15.0,25.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw165_pitch+025,165.0,25.0,145.0,15.0,20.0,10.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw330_pitch-045,330.0,-45.0,145.0,15.0,175.0,60.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw025_pitch-030,25.0,-30.0,145.0,15.0,120.0,45.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw210_pitch+040,210.0,40.0,145.0,15.0,65.0,25.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw280_pitch-080,280.0,-80.0,145.0,15.0,135.0,95.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw000_pitch+025,0.0,25.0,145.0,15.0,145.0,10.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw215_pitch+090,215.0,90.0,145.0,15.0,70.0,75.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw070_pitch-090,70.0,-90.0,145.0,15.0,75.0,105.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw250_pitch+015,250.0,15.0,145.0,15.0,105.0,0.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw180_pitch+070,180.0,70.0,145.0,15.0,35.0,55.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
G1,degraded-moderate,test,cosine,clean-template,G1_yaw355_pitch-040,355.0,-40.0,145.0,15.0,150.0,55.0,-1.0,0.0,542;501;1657;1342;1318;1928;645;376;1620;1580
